id,basic_card_name_en,zh-CN
GUITAR_WORD_PLAY_223,Guitar,吉他
CELLO_WORD_PLAY_223,Cello,大提琴
BANK_WORD_FINANCE_227,Bank,银行
INCOME_WORD_FINANCE_227,Income,收入
EXPENSE_WORD_FINANCE_227,Expense,支出
MONEY_WORD_FINANCE_227,Money,金钱
KINGDOM_WORD_MEDIEVAL_228,Kingdom,王国
LORD_WORD_MEDIEVAL_228,Lord,领主
KNIGHT_WORD_MEDIEVAL_228,Knight,骑士
CASTLE_WORD_MEDIEVAL_228,Castle,城堡
GLASSES_WORD_OPTICS_229,Glasses,眼镜
LENS_WORD_OPTICS_229,Lens,镜片
MONOCLE_WORD_OPTICS_229,Monocle,单片眼镜
SPYGLASS_WORD_OPTICS_229,Spyglass,望远镜
SIGNPOST_WORD_NAVIGATE_230,Signpost,路牌
SEXTANT_WORD_NAVIGATE_230,Sextant,六分仪
COMPASS_WORD_NAVIGATE_230,Compass,指南针
PLAYPEN_WORD_TODDLER_231,Playpen,游戏围栏
NAP_TIME_WORD_TODDLER_231,Nap time,午睡时间
PACIFIER_WORD_TODDLER_231,Pacifier,安抚奶嘴
CAPRINE_WORD_FAMILIES_234,Caprine,山羊科
OVINE_WORD_FAMILIES_234,Ovine,绵羊科
FELINE_WORD_FAMILIES_234,Feline,猫科
EQUINE_WORD_FAMILIES_234,Equine,马科
CANINE_WORD_FAMILIES_234,Canine,犬科
MURINE_WORD_FAMILIES_234,Murine,鼠科
PORCINE_WORD_FAMILIES_234,Porcine,猪科
BOVINE_WORD_FAMILIES_234,Bovine,牛科
ALTAIR_WORD_STARS_236,Altair,牛郎星
POLARIS_WORD_STARS_236,Polaris,北极星
SIRIUS_WORD_STARS_236,Sirius,天狼星
VEGA_WORD_STARS_236,Vega,织女星
RIGEL_WORD_STARS_236,Rigel,参宿七
ALKAID_WORD_STARS_236,Alkaid,摇光星
NEURAL_WORD_AI_238,Neural,神经网络
DATASET_WORD_AI_238,Dataset,数据集
CHATBOT_WORD_AI_238,Chatbot,聊天机器人
AGENT_WORD_AI_238,Agent,智能体
MATRIX_WORD_AI_238,Matrix,矩阵
CORTEX_WORD_AI_238,Cortex,皮层
REGION_WORD_DIVISION_242,Region,地区
COUNTRY_WORD_DIVISION_242,Country,国家
STATE_WORD_DIVISION_242,State,州
CITY_WORD_DIVISION_242,City,城市
DIALOGUE_WORD_SPEAK_244,Dialogue,对话
DEBATE_WORD_SPEAK_244,Debate,辩论
ARGUMENT_WORD_SPEAK_244,Argument,争论
WAVY_WORD_HAIR_245,Wavy,波浪
CURLY_WORD_HAIR_245,Curly,卷发
COILY_WORD_HAIR_245,Coily,螺旋卷
SPRAIN_WORD_INJURIES_249,Sprain,扭伤
FRACTURE_WORD_INJURIES_249,Fracture,骨折
BRUISE_WORD_INJURIES_249,Bruise,淤青
WOUND_WORD_INJURIES_249,Wound,伤口
HEADACHE_WORD_FLU_251,Headache,头痛
PILLS_WORD_FLU_251,Pills,药丸
COUGH_WORD_FLU_251,Cough,咳嗽
GYPSUM_WORD_MINERALS_253,Gypsum,石膏
CALCITE_WORD_MINERALS_253,Calcite,方解石
AZURITE_WORD_MINERALS_253,Azurite,蓝铜矿
MICA_WORD_MINERALS_253,Mica,云母
MARBLE_WORD_MINERALS_253,Marble,大理石
QUARTZ_WORD_MINERALS_253,Quartz,石英
LIME_WORD_MINERALS_253,Lime,石灰
BERYL_WORD_MINERALS_253,Beryl,绿柱石
DECAY_WORD_RADIATE_257,Decay,衰变
FALLOUT_WORD_RADIATE_257,Fallout,辐射尘
CURIE_WORD_RADIATE_257,Curie,居里
X_RAYS_WORD_RADIATE_257,X-rays,X射线
GLUCAGON_WORD_HORMONES_259,Glucagon,胰高血糖素
CORTISOL_WORD_HORMONES_259,Cortisol,皮质醇
INSULIN_WORD_HORMONES_259,Insulin,胰岛素
GASTRIN_WORD_HORMONES_259,Gastrin,胃泌素
IRIS_WORD_EYE_260,Iris,虹膜
PUPIL_WORD_EYE_260,Pupil,瞳孔
RETINA_WORD_EYE_260,Retina,视网膜
DIG_WORD_SHOVEL_261,Dig,挖掘
EXCAVATE_WORD_SHOVEL_261,Excavate,发掘
UNEARTH_WORD_SHOVEL_261,Unearth,出土
ALNICO_WORD_ALLOY_264,Alnico,铝镍钴
AMALGAM_WORD_ALLOY_264,Amalgam,汞合金
BRASS_WORD_ALLOY_264,Brass,黄铜
BRONZE_WORD_ALLOY_264,Bronze,青铜
NICHROME_WORD_ALLOY_264,Nichrome,镍铬合金
TUNGSTEN_WORD_ALLOY_264,Pewter,白镴
NITINOL_WORD_ALLOY_264,Nitinol,镍钛诺
STELLITE_WORD_ALLOY_264,Stellite,司太立
DIWALI_WORD_FESTIVAL_270,Diwali,排灯节
HOLI_WORD_FESTIVAL_270,Holi,洒红节
SONGKRAN_WORD_FESTIVAL_270,Songkran,泼水节
THULIUM_WORD_METAL_272,Thulium,铥
HOLMIUM_WORD_METAL_272,Holmium,钬
IRIDIUM_WORD_METAL_272,Iridium,铱
RHODIUM_WORD_METAL_272,Rhodium,铑
YTTRIUM_WORD_METAL_272,Yttrium,钇
LUTETIUM_WORD_METAL_272,Lutetium,镥
EUROPIUM_WORD_METAL_272,Europium,铕
ERBIUM_WORD_METAL_272,Erbium,铒
INSIGNIA_WORD_ARTIFACT_276,Insignia,徽章
RELIC_WORD_ARTIFACT_276,Relic,遗物
SIGIL_WORD_ARTIFACT_276,Sigil,印记
TOTEM_WORD_ARTIFACT_276,Totem,图腾
AMULET_WORD_ARTIFACT_276,Amulet,护身符
VASE_WORD_ARTIFACT_276,Vase,花瓶
GUARD_WORD_DEFENSE_277,Guard,警卫
CCTV_WORD_DEFENSE_277,CCTV,监控
SECURITY_WORD_DEFENSE_277,Security,安保
PATROL_WORD_DEFENSE_277,Patrol,巡逻
ATOM_WORD_PARTICLE_281,Atom,原子
ELECTRON_WORD_PARTICLE_281,Electron,电子
NEUTRON_WORD_PARTICLE_281,Neutron,中子
HARLEM_WORD_NEW_YORK_287,Harlem,哈莱姆
SOHO_WORD_NEW_YORK_287,Soho,苏豪
TRIBECA_WORD_NEW_YORK_287,Tribeca,翠贝卡
ASTORIA_WORD_NEW_YORK_287,Astoria,阿斯托里亚
BRONX_WORD_NEW_YORK_287,Bronx,布朗克斯
QUEENS_WORD_NEW_YORK_287,Queens,皇后区
BARNACLE_WORD_NO_BONES_289,Barnacle,藤壶
SPIDER_WORD_NO_BONES_289,Spider,蜘蛛
SQUID_WORD_NO_BONES_289,Squid,鱿鱼
STARFISH_WORD_NO_BONES_289,Starfish,海星
WORM_WORD_NO_BONES_289,Worm,蠕虫
FABLE_WORD_LEGENDS_291,Fable,寓言
SAGA_WORD_LEGENDS_291,Saga,传奇
TALE_WORD_LEGENDS_291,Tale,故事
EPIC_WORD_LEGENDS_291,Epic,史诗
MYTH_WORD_LEGENDS_291,Myth,神话
HI_WORD_HELLO_295,Hi,嗨
HOWDY_WORD_HELLO_295,Howdy,你好
HEY_WORD_HELLO_295,Hey,嘿
DEGREE_WORD_PHD_296,Degree,学位
THESIS_WORD_PHD_296,Thesis,论文
RESEARCH_WORD_PHD_296,Research,研究
CONSENT_WORD_OK_SIGN_301,Consent,同意
OKAY_WORD_OK_SIGN_301,Okay,好的
YES_WORD_OK_SIGN_301,Yes,是
SCALES_WORD_JUSTICE_310,Scales,天平
GAVEL_WORD_JUSTICE_310,Gavel,法槌
LAW_WORD_JUSTICE_310,Law,法律
COURT_WORD_JUSTICE_310,Court,法庭
INMATE_WORD_PRISONER_312,Inmate,囚犯
FELON_WORD_PRISONER_312,Felon,重犯
DETAINEE_WORD_PRISONER_312,Detainee,被拘留者
METEOR_WORD_SPACE_314,Meteor,流星
ECLIPSE_WORD_SPACE_314,Eclipse,日食
AURORA_WORD_SPACE_314,Aurora,极光
PULSAR_WORD_SPACE_314,Pulsar,脉冲星
QUASAR_WORD_SPACE_314,Quasar,类星体
NEBULA_WORD_SPACE_314,Nebula,星云
NOVA_WORD_SPACE_314,Nova,新星
ASTEROID_WORD_SPACE_314,Asteroid,小行星
GAMBLER_WORD_WESTERN_317,Gambler,赌徒
SHERIFF_WORD_WESTERN_317,Sheriff,治安官
COWBOY_WORD_WESTERN_317,Cowboy,牛仔
LASSO_WORD_WESTERN_317,Lasso,套索
SALOON_WORD_WESTERN_317,Saloon,酒馆
RODEO_WORD_WESTERN_317,Rodeo,牛仔竞技
SECURE_WORD_LOCK_321,Secure,安全
STURDY_WORD_LOCK_321,Sturdy,坚固
TRUSTY_WORD_LOCK_321,Trusty,可靠
THIGH_WORD_LEGS_322,Thigh,大腿
KNEE_WORD_LEGS_322,Knee,膝盖
ANKLE_WORD_LEGS_322,Ankle,脚踝
RA_WORD_PYRAMIDS_330,Ra,拉
OSIRIS_WORD_PYRAMIDS_330,Osiris,奥西里斯
ANUBIS_WORD_PYRAMIDS_330,Anubis,阿努比斯
RAMSES_WORD_PYRAMIDS_330,Ramses,拉美西斯
PICKAXE_WORD_SHAFT_331,Pickaxe,镐
MINE_WORD_SHAFT_331,Mine,矿
CART_WORD_SHAFT_331,Cart,矿车
PADDOCK_WORD_FARMING_333,Paddock,围场
COMPOST_WORD_FARMING_333,Compost,堆肥
FALLOW_WORD_FARMING_333,Fallow,休耕
CROP_WORD_FARMING_333,Crop,庄稼
HAY_WORD_FARMING_333,Hay,干草
HARVEST_WORD_FARMING_333,Harvest,收获
TOPSOIL_WORD_FARMING_333,Topsoil,表土
GRAIN_WORD_FARMING_333,Grain,谷物
SLEDDING_WORD_SLIDING_339,Sledding,雪橇
SKELETON_WORD_SLIDING_339,Skeleton,俯式冰橇
SKIING_WORD_SLIDING_339,Skiing,滑雪
SKATING_WORD_SLIDING_339,Skating,滑冰
LUGE_WORD_SLIDING_339,Luge,仰式雪橇
OIL_WORD_PAINTING_340,Oil,油画
ACRYLIC_WORD_PAINTING_340,Acrylic,丙烯
GOUACHE_WORD_PAINTING_340,Gouache,水粉
TEMPERA_WORD_PAINTING_340,Tempera,蛋彩
FRESCO_WORD_PAINTING_340,Fresco,壁画
RISOTTO_WORD_RICE_342,Risotto,意式烩饭
CONGEE_WORD_RICE_342,Congee,粥
PAELLA_WORD_RICE_342,Paella,西班牙海鲜饭
SUSHI_WORD_RICE_342,Sushi,寿司
ROMANCE_WORD_HEART_344,Romance,浪漫
COUPLE_WORD_HEART_344,Couple,情侣
PASSION_WORD_HEART_344,Passion,激情
VANS_WORD_HIPPIE_349,Vans,面包车
COMMUNE_WORD_HIPPIE_349,Commune,公社
FREEDOM_WORD_HIPPIE_349,Freedom,自由
DRONE_WORD_ROBOT_354,Drone,无人机
ROBOVAC_WORD_ROBOT_354,Robovac,扫地机器人
NANOBOT_WORD_ROBOT_354,Nanobot,纳米机器人
CYBORG_WORD_ROBOT_354,Cyborg,半机械人
ANDROID_WORD_ROBOT_354,Android,仿生人
MACHINE_WORD_ROBOT_354,Machine,机器
SIGMA_WORD_GREECE_359,Sigma,西格玛
DELTA_WORD_GREECE_359,Delta,德尔塔
KAPPA_WORD_GREECE_359,Kappa,卡帕
MOTION_WORD_DYNAMICS_360,Motion,运动
INERTIA_WORD_DYNAMICS_360,Inertia,惯性
VELOCITY_WORD_DYNAMICS_360,Velocity,速度
ONTARIO_WORD_LAKES_365,Ontario,安大略
SUPERIOR_WORD_LAKES_365,Superior,苏必利尔
TITICACA_WORD_LAKES_365,Titicaca,的的喀喀
BAIKAL_WORD_LAKES_365,Baikal,贝加尔
MICHIGAN_WORD_LAKES_365,Michigan,密歇根
HURON_WORD_LAKES_365,Huron,休伦
ATOM_WORD_NUCLEAR_366,Atom,原子
NEUTRON_WORD_NUCLEAR_366,Neutron,中子
PROTON_WORD_NUCLEAR_366,Proton,质子
ELECTRON_WORD_NUCLEAR_366,Electron,电子
MILAN_WORD_ITALY_376,Milan,米兰
ROME_WORD_ITALY_376,Rome,罗马
VENICE_WORD_ITALY_376,Venice,威尼斯
FLORENCE_WORD_ITALY_376,Florence,佛罗伦萨
THIS_WORD_POINTING_379,This,这个
THAT_WORD_POINTING_379,That,那个
THOSE_WORD_POINTING_379,Those,那些
NORMAL_WORD_SKIN_380,Normal,中性
DRY_WORD_SKIN_380,Dry,干性
OILY_WORD_SKIN_380,Oily,油性
LIBRARY_WORD_BUILD_384,Library,图书馆
MUSEUM_WORD_BUILD_384,Museum,博物馆
HOSPITAL_WORD_BUILD_384,Hospital,医院
SCHOOL_BUILDING_WORD_BUILD_384,School building,学校
HOTEL_WORD_BUILD_384,Hotel,酒店
FACTORY_WORD_BUILD_384,Factory,工厂
STADIUM_WORD_BUILD_384,Stadium,体育场
MALL_WORD_BUILD_384,Mall,商场
MONARCHY_WORD_POLICIES_394,Monarchy,君主制
TYRANNY_WORD_POLICIES_394,Tyranny,暴政
ANARCHY_WORD_POLICIES_394,Anarchy,无政府
POWER_WORD_STRENGTH_401,Power,力量
FORCE_WORD_STRENGTH_401,Force,力
MIGHT_WORD_STRENGTH_401,Might,威力
TEXT_WORD_MESSAGE_407,Text,短信
EMAIL_WORD_MESSAGE_407,Email,电子邮件
LETTER_WORD_MESSAGE_407,Letter,信件
FAX_WORD_MESSAGE_407,Fax,传真
DUALISM_WORD_VIEWS_410,Dualism,二元论
STOICISM_WORD_VIEWS_410,Stoicism,斯多葛主义
NIHILISM_WORD_VIEWS_410,Nihilism,虚无主义
LUNGS_WORD_ORGANS_412,Lungs,肺
KIDNEY_WORD_ORGANS_412,Kidney,肾
STOMACH_WORD_ORGANS_412,Stomach,胃
LIVER_WORD_ORGANS_412,Liver,肝
BLADDER_WORD_ORGANS_412,Bladder,膀胱
SPLEEN_WORD_ORGANS_412,Spleen,脾
HEART_WORD_ORGANS_412,Heart,心脏
PANCREAS_WORD_ORGANS_412,Pancreas,胰腺
FOOL_WORD_TAROT_417,Fool,愚者
MOON_WORD_TAROT_417,Moon,月亮
MAGICIAN_WORD_TAROT_417,Magician,魔术师
EMPRESS_WORD_TAROT_417,Empress,女皇
SOPRANO_WORD_VOICES_439,Soprano,女高音
TENOR_WORD_VOICES_439,Tenor,男高音
BARITONE_WORD_VOICES_439,Baritone,男中音
BASS_WORD_VOICES_439,Bass,男低音
ALTO_WORD_VOICES_439,Alto,女低音
SONNET_WORD_POETRY_440,Sonnet,十四行诗
HAIKU_WORD_POETRY_440,Haiku,俳句
ODE_WORD_POETRY_440,Ode,颂歌
BALLAD_WORD_POETRY_440,Ballad,叙事诗
ACROSTIC_WORD_POETRY_440,Acrostic,离合诗
SUPPER_WORD_MEALS_444,Supper,晚餐
LUNCH_WORD_MEALS_444,Lunch,午餐
DINNER_WORD_MEALS_444,Dinner,正餐
CAULDRON_WORD_ALCHEMY_445,Cauldron,坩埚
ELIXIR_WORD_ALCHEMY_445,Elixir,灵药
POTION_WORD_ALCHEMY_445,Potion,药水
RITUAL_WORD_PAGANISM_469,Ritual,仪式
TOTEM_WORD_PAGANISM_469,Totem,图腾
IDOL_WORD_PAGANISM_469,Idol,神像
ALTAR_WORD_PAGANISM_469,Altar,祭坛
CURRENT_WORD_PRESENT_470,Current,当前
NOW_WORD_PRESENT_470,Now,现在
TODAY_WORD_PRESENT_470,Today,今天
CODE_WORD_SECRET_471,Code,密码
AGENT_WORD_SECRET_471,Agent,特工
WORD_WORD_SECRET_471,Identity,身份
DONKEY_WORD_EQUIDAE_475,Donkey,驴
MULE_WORD_EQUIDAE_475,Mule,骡
MUSTANG_WORD_EQUIDAE_475,Mustang,野马
HORSE_WORD_EQUIDAE_475,Horse,马
ZEBRA_WORD_EQUIDAE_475,Zebra,斑马
PONY_WORD_EQUIDAE_475,Pony,小马
COWHIDE_WORD_LEATHER_480,Cowhide,牛皮
NUBUCK_WORD_LEATHER_480,Nubuck,磨砂皮
SUEDE_WORD_LEATHER_480,Suede,绒面革
TOWER_WORD_CASTLE_485,Tower,塔楼
MOAT_WORD_CASTLE_485,Moat,护城河
DUNGEON_WORD_CASTLE_485,Dungeon,地牢
BASTION_WORD_CASTLE_485,Bastion,棱堡
RAMPART_WORD_CASTLE_485,Rampart,城墙
TURRET_WORD_CASTLE_485,Turret,角楼
PARAPET_WORD_CASTLE_485,Parapet,矮墙
CITADEL_WORD_CASTLE_485,Citadel,城塞
LCD_WORD_DISPLAY_486,LCD,LCD
LED_WORD_DISPLAY_486,LED,LED
OLED_WORD_DISPLAY_486,OLED,OLED
CRT_WORD_DISPLAY_486,CRT,CRT
PLASMA_WORD_DISPLAY_486,Plasma,等离子
AMOLED_WORD_DISPLAY_486,AMOLED,AMOLED
MAYANS_WORD_CULTURES_487,Mayans,玛雅人
AZTECS_WORD_CULTURES_487,Aztecs,阿兹特克人
ROMANS_WORD_CULTURES_487,Romans,罗马人
GREEKS_WORD_CULTURES_487,Greeks,希腊人
CELTS_WORD_CULTURES_487,Celts,凯尔特人
VIKINGS_WORD_CULTURES_487,Vikings,维京人
SAMURAI_WORD_WARRIORS_491,Samurai,武士
SHINOBI_WORD_WARRIORS_491,Shinobi,忍者
RONIN_WORD_WARRIORS_491,Ronin,浪人
ASSASSIN_WORD_WARRIORS_491,Assassin,刺客
NINJA_WORD_WARRIORS_491,Ninja,忍者
DECEIVE_WORD_LIE_492,Deceive,欺骗
DELUDE_WORD_LIE_492,Delude,迷惑
FALSIFY_WORD_LIE_492,Falsify,伪造
MISLEAD_WORD_LIE_492,Mislead,误导
OBOE_WORD_VIOLIN_508,Oboe,双簧管
CLARINET_WORD_VIOLIN_508,Clarinet,单簧管
FLUTE_WORD_VIOLIN_508,Flute,长笛
CELLO_WORD_VIOLIN_508,Cello,大提琴
MATE_WORD_ANAGRAM_511,Mate,伙伴
TEAM_WORD_ANAGRAM_511,Team,团队
MEAT_WORD_ANAGRAM_511,Meat,肉
BONGO_WORD_DRUM_518,Bongo,邦戈鼓
DJEMBE_WORD_DRUM_518,Djembe,非洲鼓
TABLA_WORD_DRUM_518,Tabla,塔布拉鼓
ASHIKO_WORD_DRUM_518,Ashiko,阿西科鼓
TRIUMPH_WORD_WREATH_544,Triumph,凯旋
VICTORY_WORD_WREATH_544,Victory,胜利
SUCCESS_WORD_WREATH_544,Success,成功
YOGA_WORD_ZEN_549,Yoga,瑜伽
RINZAI_WORD_ZEN_549,Rinzai,临济
DHARMA_WORD_ZEN_549,Dharma,法
ROUTER_WORD_NETWORK_588,Router,路由器
SERVER_WORD_NETWORK_588,Server,服务器
GATEWAY_WORD_NETWORK_588,Gateway,网关
ETHERNET_WORD_NETWORK_588,Ethernet,以太网
PACKET_WORD_NETWORK_588,Packet,数据包
DUTY_WORD_CUSTOMS_592,Duty,关税
IMPORT_WORD_CUSTOMS_592,Import,进口
BORDER_WORD_CUSTOMS_592,Border,边境
EXPORT_WORD_CUSTOMS_592,Export,出口
PAYMENT_WORD_MORTGAGE_595,Payment,还款
INTEREST_WORD_MORTGAGE_595,Interest,利息
RATE_WORD_MORTGAGE_595,Rate,利率
MIX_WORD_CONCRETE_601,Mix,搅拌
TROWEL_WORD_CONCRETE_601,Trowel,抹刀
SCREED_WORD_CONCRETE_601,Screed,刮板
SATIRE_WORD_MEMES_620,Satire,讽刺
PARODY_WORD_MEMES_620,Parody,恶搞
TROLLING_WORD_MEMES_620,Trolling,钓鱼
METHANE_WORD_ALKANES_641,Methane,甲烷
ETHANE_WORD_ALKANES_641,Ethane,乙烷
PROPANE_WORD_ALKANES_641,Propane,丙烷
BUTANE_WORD_ALKANES_641,Butane,丁烷
ASSESS_WORD_EVALUATE_651,Assess,评估
ESTIMATE_WORD_EVALUATE_651,Estimate,估算
ANALYZE_WORD_EVALUATE_651,Analyze,分析
HUNT_WORD_QUEST_680,Hunt,狩猎
INQUIRY_WORD_QUEST_680,Inquiry,探寻
PURSUIT_WORD_QUEST_680,Pursuit,追求
GOATEE_WORD_BEARDS_681,Goatee,山羊胡
BALBO_WORD_BEARDS_681,Balbo,巴尔博胡
DUCKTAIL_WORD_BEARDS_681,Ducktail,鸭尾胡
SYNERGY_WORD_YINYANG_721,Synergy,协同
DUALITY_WORD_YINYANG_721,Duality,二元性
HARMONY_WORD_YINYANG_721,Harmony,和谐
GOURMET_WORD_FOODIE_726,Gourmet,美食家
EPICURE_WORD_FOODIE_726,Epicure,享乐者
TASTE_WORD_FOODIE_726,Taste,味觉
SYBARITE_WORD_FOODIE_726,Sybarite,奢侈者
HEDONISM_WORD_FOODIE_726,Hedonism,享乐主义
DISHES_WORD_FOODIE_726,Dishes,菜肴
ROLE_WORD_OPERA_760,Role,角色
DIVA_WORD_OPERA_760,Diva,歌后
ACT_WORD_OPERA_760,Act,幕
BAY_WORD_HARBOR_764,Bay,海湾
PIER_WORD_HARBOR_764,Pier,码头
WHARF_WORD_HARBOR_764,Wharf,码头
COAST_WORD_HARBOR_764,Coast,海岸
MARINA_WORD_HARBOR_764,Marina,游艇码头
VESSEL_WORD_HARBOR_764,Vessel,船只
BRICK_WORD_STREET_768,Lamp,路灯
DRIVER_WORD_STREET_768,Driver,司机
CORNER_WORD_STREET_768,Corner,街角
BIKE_WORD_STREET_768,Bike,自行车
LION_WORD_CHIMERA_795,Lion,狮子
GOAT_WORD_CHIMERA_795,Goat,山羊
SERPENT_WORD_CHIMERA_795,Serpent,巨蛇
REINS_WORD_CARRIAGE_800,Reins,缰绳
HARNESS_WORD_CARRIAGE_800,Harness,挽具
COACHMAN_WORD_CARRIAGE_800,Coachman,车夫
CANTER_WORD_GAITS_810,Canter,慢跑
GALLOP_WORD_GAITS_810,Gallop,飞奔
TROT_WORD_GAITS_810,Trot,小跑
CORE_WORD_EARTH_831,Core,地核
MANTLE_WORD_EARTH_831,Mantle,地幔
CRUST_WORD_EARTH_831,Crust,地壳
PAGANINI_WORD_VIOLINS_845,Paganini,帕格尼尼
LUTHIER_WORD_VIOLINS_845,Luthier,制琴师
FRET_WORD_VIOLINS_845,Bow,琴弓
NOUN_WORD_GRAMMAR_861,Noun,名词
VERB_WORD_GRAMMAR_861,Verb,动词
ADVERB_WORD_GRAMMAR_861,Adverb,副词
CREST_WORD_COASTAL_882,Crest,浪尖
BREEZE_WORD_COASTAL_882,Breeze,海风
SURFING_WORD_COASTAL_882,Surfing,冲浪
SHINGLE_WORD_COASTAL_882,Shingle,卵石滩
SAND_WORD_COASTAL_882,Sand,沙滩
GROYNE_WORD_COASTAL_882,Groyne,防波堤
TIDE_WORD_COASTAL_882,Tide,潮汐
JETTY_WORD_COASTAL_882,Jetty,栈桥
TIRE_WORD_WHEEL_890,Tire,轮胎
HUBCAP_WORD_WHEEL_890,Hubcap,轮毂盖
STEER_WORD_WHEEL_890,Steer,转向
AXLE_WORD_WHEEL_890,Axle,车轴
FORTUNE_WORD_WHEEL_890,Rim,轮辋
STEEL_WORD_INDUSTRY_921,Steel,钢铁
GOODS_WORD_INDUSTRY_921,Goods,商品
PRODUCE_WORD_INDUSTRY_921,Produce,产品
MEGA_WORD_PREFIX_922,Mega,兆
NANO_WORD_PREFIX_922,Nano,纳
DECA_WORD_PREFIX_922,Deca,十
SIAMESE_WORD_BREEDS_940,Siamese,暹罗猫
SPHYNX_WORD_BREEDS_940,Sphynx,斯芬克斯猫
BIRMAN_WORD_BREEDS_940,Birman,伯曼猫
BENGAL_WORD_BREEDS_940,Bengal,孟加拉猫
ANGORA_WORD_BREEDS_940,Angora,安哥拉猫
BIG_BEN_WORD_LANDMARK_948,Big Ben,大本钟
SPHINX_WORD_LANDMARK_948,Sphinx,狮身人面像
COLOSSEUM_WORD_LANDMARK_948,Colosseum,斗兽场
PYRAMIDS_WORD_LANDMARK_948,Pyramids,金字塔群
NILE_WORD_RIVERS_959,Nile,尼罗河
AMAZON_WORD_RIVERS_959,Amazon,亚马逊河
HUDSON_WORD_RIVERS_959,Hudson,哈德逊河
SURF_WORD_COAST_969,Surf,冲浪
BEACH_WORD_COAST_969,Beach,海滩
CLIFF_WORD_COAST_969,Cliff,悬崖
CLEANSER_WORD_SKINCARE_984,Cleanser,洁面乳
TONER_WORD_SKINCARE_984,Toner,爽肤水
SERUM_WORD_SKINCARE_984,Serum,精华液
TEXTURE_WORD_SKINCARE_984,Texture,肤质
PORES_WORD_SKINCARE_984,Pores,毛孔
RETINOL_WORD_SKINCARE_984,Retinol,视黄醇
PEPTIDES_WORD_SKINCARE_984,Peptides,多肽
BLEMISH_WORD_SKINCARE_984,Blemish,瑕疵
ROMANOV_WORD_DYNASTY_991,Romanov,罗曼诺夫
TUDOR_WORD_DYNASTY_991,Tudor,都铎
KENNEDY_WORD_DYNASTY_991,Ottoman,奥斯曼
BOURBON_WORD_DYNASTY_991,Bourbon,波旁
CLERIC_WORD_PRIEST_1019,Cleric,牧师
BIBLE_WORD_PRIEST_1019,Bible,圣经
SAINT_WORD_PRIEST_1019,Saint,圣人
PREACHER_WORD_PRIEST_1019,Preacher,传教士
JOURNEY_WORD_MAPS_1022,Journey,旅程
LANDMARK_WORD_MAPS_1022,Landmark,地标
BORDER_WORD_MAPS_1022,Border,边界
ATLAS_WORD_MAPS_1022,Atlas,地图集
GLOBE_WORD_MAPS_1022,Globe,地球仪
SCALE_WORD_MAPS_1022,Scale,比例尺
TERRAIN_WORD_MAPS_1022,Terrain,地形
CONTOUR_WORD_MAPS_1022,Contour,等高线
MELODY_WORD_SINGING_1054,Melody,旋律
SONG_WORD_SINGING_1054,Song,歌曲
PITCH_WORD_SINGING_1054,Pitch,音调
SOLOIST_WORD_SINGING_1054,Soloist,独唱者
ARIA_WORD_SINGING_1054,Aria,咏叹调
CHOIR_WORD_SINGING_1054,Choir,合唱团
HUMMING_WORD_SINGING_1054,Humming,哼唱
TIMBRE_WORD_SINGING_1054,Timbre,音色
GENE_WORD_GENETICS_1060,Gene,基因
DNA_WORD_GENETICS_1060,DNA,DNA
GENOME_WORD_GENETICS_1060,Genome,基因组
TV_WORD_SCREEN_1030,TV,电视
ATM_WORD_SCREEN_1030,ATM,取款机
E_READER_WORD_SCREEN_1030,E-reader,电子阅读器
BUZZER_WORD_ALARM_1031,Buzzer,蜂鸣器
BEEP_WORD_ALARM_1031,Beep,哔声
RUSH_WORD_ALARM_1031,Rush,紧急
MAPLE_WORD_LEAVES_1055,Maple,枫树
OAK_WORD_LEAVES_1055,Oak,橡树
PALM_WORD_LEAVES_1055,Palm,棕榈
CHESTNUT_WORD_LEAVES_1055,Chestnut,栗树
ASH_WORD_LEAVES_1055,Ash,白蜡树
POPLAR_WORD_LEAVES_1055,Poplar,杨树
PLATE_WORD_DISHWARE_829,Plate,盘子
CUP_WORD_DISHWARE_829,Cup,杯子
BOWL_WORD_DISHWARE_829,Bowl,碗
SAUCER_WORD_DISHWARE_829,Saucer,碟子
FROG_WORD_POND_830,Frog,青蛙
REED_WORD_POND_830,Reed,芦苇
DUCK_WORD_POND_830,Duck,鸭子
PAWN_PIC_CHESS_1,,
ROOK_PIC_CHESS_1,,
KNIGHT_PIC_CHESS_1,,
BISHOP_PIC_CHESS_1,,
QUEEN_PIC_CHESS_1,,
KING_PIC_CHESS_1,,
CHESSBOARD_PIC_CHESS_1,,
CHESS_CLOCK_PIC_CHESS_1,,
HOCKEY_PIC_SPORTS_2,,
SOCCER_PIC_SPORTS_2,,
BOXING_PIC_SPORTS_2,,
TENNIS_PIC_SPORTS_2,,
GOLF_PIC_SPORTS_2,,
RUGBY_PIC_SPORTS_2,,
CURLING_PIC_SPORTS_2,,
TABLE_TENNIS_PIC_SPORTS_2,,
TABLE_PIC_FURNITURE_3,,
SOFA_PIC_FURNITURE_3,,
CHAIR_PIC_FURNITURE_3,,
DESK_PIC_FURNITURE_3,,
BED_PIC_FURNITURE_3,,
WARDROBE_PIC_FURNITURE_3,,
BOOKSHELF_PIC_FURNITURE_3,,
DRESSERS_PIC_FURNITURE_3,,
