id,basic_card_name_en,zh-TW
PIANO_WORD_PLAY_223,Piano,鋼琴
FLUTE_WORD_PLAY_223,Flute,長笛
GUITAR_WORD_PLAY_223,Guitar,吉他
CELLO_WORD_PLAY_223,Cello,大提琴
BANK_WORD_FINANCE_227,Bank,銀行
INCOME_WORD_FINANCE_227,Income,收入
EXPENSE_WORD_FINANCE_227,Expense,支出
MONEY_WORD_FINANCE_227,Money,金錢
KINGDOM_WORD_MEDIEVAL_228,Kingdom,王國
LORD_WORD_MEDIEVAL_228,Lord,領主
KNIGHT_WORD_MEDIEVAL_228,Knight,騎士
CASTLE_WORD_MEDIEVAL_228,Castle,城堡
GLASSES_WORD_OPTICS_229,Glasses,眼鏡
LENS_WORD_OPTICS_229,Lens,鏡片
MONOCLE_WORD_OPTICS_229,Monocle,單片眼鏡
SPYGLASS_WORD_OPTICS_229,Spyglass,望遠鏡
SIGNPOST_WORD_NAVIGATE_230,Signpost,路牌
SEXTANT_WORD_NAVIGATE_230,Sextant,六分儀
COMPASS_WORD_NAVIGATE_230,Compass,指南針
PLAYPEN_WORD_TODDLER_231,Playpen,遊戲圍欄
NAP_TIME_WORD_TODDLER_231,Nap time,午睡時間
PACIFIER_WORD_TODDLER_231,Pacifier,安撫奶嘴
CAPRINE_WORD_FAMILIES_234,Caprine,山羊科
OVINE_WORD_FAMILIES_234,Ovine,綿羊科
FELINE_WORD_FAMILIES_234,Feline,貓科
EQUINE_WORD_FAMILIES_234,Equine,馬科
CANINE_WORD_FAMILIES_234,Canine,犬科
MURINE_WORD_FAMILIES_234,Murine,鼠科
PORCINE_WORD_FAMILIES_234,Porcine,豬科
BOVINE_WORD_FAMILIES_234,Bovine,牛科
ALTAIR_WORD_STARS_236,Altair,牛郎星
POLARIS_WORD_STARS_236,Polaris,北極星
SIRIUS_WORD_STARS_236,Sirius,天狼星
VEGA_WORD_STARS_236,Vega,織女星
RIGEL_WORD_STARS_236,Rigel,參宿七
ALKAID_WORD_STARS_236,Alkaid,搖光星
NEURAL_WORD_AI_238,Neural,神經網路
DATASET_WORD_AI_238,Dataset,資料集
CHATBOT_WORD_AI_238,Chatbot,聊天機器人
AGENT_WORD_AI_238,Agent,智慧體
MATRIX_WORD_AI_238,Matrix,矩陣
CORTEX_WORD_AI_238,Cortex,皮層
REGION_WORD_DIVISION_242,Region,地區
COUNTRY_WORD_DIVISION_242,Country,國家
STATE_WORD_DIVISION_242,State,州
CITY_WORD_DIVISION_242,City,城市
DIALOGUE_WORD_SPEAK_244,Dialogue,對話
DEBATE_WORD_SPEAK_244,Debate,辯論
ARGUMENT_WORD_SPEAK_244,Argument,爭論
WAVY_WORD_HAIR_245,Wavy,波浪
CURLY_WORD_HAIR_245,Curly,捲髮
COILY_WORD_HAIR_245,Coily,螺旋捲
SPRAIN_WORD_INJURIES_249,Sprain,扭傷
FRACTURE_WORD_INJURIES_249,Fracture,骨折
BRUISE_WORD_INJURIES_249,Bruise,瘀青
WOUND_WORD_INJURIES_249,Wound,傷口
HEADACHE_WORD_FLU_251,Headache,頭痛
PILLS_WORD_FLU_251,Pills,藥丸
COUGH_WORD_FLU_251,Cough,咳嗽
GYPSUM_WORD_MINERALS_253,Gypsum,石膏
CALCITE_WORD_MINERALS_253,Calcite,方解石
AZURITE_WORD_MINERALS_253,Azurite,藍銅礦
MICA_WORD_MINERALS_253,Mica,雲母
MARBLE_WORD_MINERALS_253,Marble,大理石
QUARTZ_WORD_MINERALS_253,Quartz,石英
LIME_WORD_MINERALS_253,Lime,石灰
BERYL_WORD_MINERALS_253,Beryl,綠柱石
DECAY_WORD_RADIATE_257,Decay,衰變
FALLOUT_WORD_RADIATE_257,Fallout,輻射塵
CURIE_WORD_RADIATE_257,Curie,居禮
X_RAYS_WORD_RADIATE_257,X-rays,X射線
GLUCAGON_WORD_HORMONES_259,Glucagon,升糖素
CORTISOL_WORD_HORMONES_259,Cortisol,皮質醇
INSULIN_WORD_HORMONES_259,Insulin,胰島素
GASTRIN_WORD_HORMONES_259,Gastrin,胃泌素
IRIS_WORD_EYE_260,Iris,虹膜
PUPIL_WORD_EYE_260,Pupil,瞳孔
RETINA_WORD_EYE_260,Retina,視網膜
DIG_WORD_SHOVEL_261,Dig,挖掘
EXCAVATE_WORD_SHOVEL_261,Excavate,發掘
UNEARTH_WORD_SHOVEL_261,Unearth,出土
ALNICO_WORD_ALLOY_264,Alnico,鋁鎳鈷
AMALGAM_WORD_ALLOY_264,Amalgam,汞合金
BRASS_WORD_ALLOY_264,Brass,黃銅
BRONZE_WORD_ALLOY_264,Bronze,青銅
NICHROME_WORD_ALLOY_264,Nichrome,鎳鉻合金
TUNGSTEN_WORD_ALLOY_264,Pewter,白鑞
NITINOL_WORD_ALLOY_264,Nitinol,鎳鈦諾
STELLITE_WORD_ALLOY_264,Stellite,司太立
DIWALI_WORD_FESTIVAL_270,Diwali,排燈節
HOLI_WORD_FESTIVAL_270,Holi,灑紅節
SONGKRAN_WORD_FESTIVAL_270,Songkran,潑水節
THULIUM_WORD_METAL_272,Thulium,銩
HOLMIUM_WORD_METAL_272,Holmium,鈥
IRIDIUM_WORD_METAL_272,Iridium,銥
RHODIUM_WORD_METAL_272,Rhodium,銠
YTTRIUM_WORD_METAL_272,Yttrium,釔
LUTETIUM_WORD_METAL_272,Lutetium,鎦
EUROPIUM_WORD_METAL_272,Europium,銪
ERBIUM_WORD_METAL_272,Erbium,鉺
INSIGNIA_WORD_ARTIFACT_276,Insignia,徽章
RELIC_WORD_ARTIFACT_276,Relic,遺物
SIGIL_WORD_ARTIFACT_276,Sigil,印記
TOTEM_WORD_ARTIFACT_276,Totem,圖騰
AMULET_WORD_ARTIFACT_276,Amulet,護身符
VASE_WORD_ARTIFACT_276,Vase,花瓶
GUARD_WORD_DEFENSE_277,Guard,警衛
CCTV_WORD_DEFENSE_277,CCTV,監控
SECURITY_WORD_DEFENSE_277,Security,安保
PATROL_WORD_DEFENSE_277,Patrol,巡邏
ATOM_WORD_PARTICLE_281,Atom,原子
ELECTRON_WORD_PARTICLE_281,Electron,電子
NEUTRON_WORD_PARTICLE_281,Neutron,中子
HARLEM_WORD_NEW_YORK_287,Harlem,哈林
SOHO_WORD_NEW_YORK_287,Soho,蘇豪
TRIBECA_WORD_NEW_YORK_287,Tribeca,乘貝卡
ASTORIA_WORD_NEW_YORK_287,Astoria,阿斯乂利亞
BRONX_WORD_NEW_YORK_287,Bronx,布朗克斯
QUEENS_WORD_NEW_YORK_287,Queens,皇后區
BARNACLE_WORD_NO_BONES_289,Barnacle,藤壺
SPIDER_WORD_NO_BONES_289,Spider,蜘蛛
SQUID_WORD_NO_BONES_289,Squid,魷魚
STARFISH_WORD_NO_BONES_289,Starfish,海星
WORM_WORD_NO_BONES_289,Worm,蠕蟲
FABLE_WORD_LEGENDS_291,Fable,寓言
SAGA_WORD_LEGENDS_291,Saga,傳奇
TALE_WORD_LEGENDS_291,Tale,故事
EPIC_WORD_LEGENDS_291,Epic,史詩
MYTH_WORD_LEGENDS_291,Myth,神話
HI_WORD_HELLO_295,Hi,嗨
HOWDY_WORD_HELLO_295,Howdy,你好
HEY_WORD_HELLO_295,Hey,嘿
DEGREE_WORD_PHD_296,Degree,學位
THESIS_WORD_PHD_296,Thesis,論文
RESEARCH_WORD_PHD_296,Research,研究
CONSENT_WORD_OK_SIGN_301,Consent,同意
OKAY_WORD_OK_SIGN_301,Okay,好的
YES_WORD_OK_SIGN_301,Yes,是
SCALES_WORD_JUSTICE_310,Scales,天秤
GAVEL_WORD_JUSTICE_310,Gavel,法槌
LAW_WORD_JUSTICE_310,Law,法律
COURT_WORD_JUSTICE_310,Court,法庭
INMATE_WORD_PRISONER_312,Inmate,囚犯
FELON_WORD_PRISONER_312,Felon,重犯
DETAINEE_WORD_PRISONER_312,Detainee,被拘留者
METEOR_WORD_SPACE_314,Meteor,流星
ECLIPSE_WORD_SPACE_314,Eclipse,日蝕
AURORA_WORD_SPACE_314,Aurora,極光
PULSAR_WORD_SPACE_314,Pulsar,脈衝星
QUASAR_WORD_SPACE_314,Quasar,類星體
NEBULA_WORD_SPACE_314,Nebula,星雲
NOVA_WORD_SPACE_314,Nova,新星
ASTEROID_WORD_SPACE_314,Asteroid,小行星
GAMBLER_WORD_WESTERN_317,Gambler,賭徒
SHERIFF_WORD_WESTERN_317,Sheriff,治安官
COWBOY_WORD_WESTERN_317,Cowboy,牛仔
LASSO_WORD_WESTERN_317,Lasso,套索
SALOON_WORD_WESTERN_317,Saloon,酒館
RODEO_WORD_WESTERN_317,Rodeo,牛仔競技
SECURE_WORD_LOCK_321,Secure,安全
STURDY_WORD_LOCK_321,Sturdy,堅固
TRUSTY_WORD_LOCK_321,Trusty,可靠
THIGH_WORD_LEGS_322,Thigh,大腿
KNEE_WORD_LEGS_322,Knee,膝蓋
ANKLE_WORD_LEGS_322,Ankle,腳踝
RA_WORD_PYRAMIDS_330,Ra,拉
OSIRIS_WORD_PYRAMIDS_330,Osiris,奧西里斯
ANUBIS_WORD_PYRAMIDS_330,Anubis,阿努比斯
RAMSES_WORD_PYRAMIDS_330,Ramses,拉美西斯
PICKAXE_WORD_SHAFT_331,Pickaxe,鶴嘴鋤
MINE_WORD_SHAFT_331,Mine,礦
CART_WORD_SHAFT_331,Cart,礦車
PADDOCK_WORD_FARMING_333,Paddock,圍場
COMPOST_WORD_FARMING_333,Compost,堆肥
FALLOW_WORD_FARMING_333,Fallow,休耕
CROP_WORD_FARMING_333,Crop,莊稼
HAY_WORD_FARMING_333,Hay,乾草
HARVEST_WORD_FARMING_333,Harvest,收穫
TOPSOIL_WORD_FARMING_333,Topsoil,表土
GRAIN_WORD_FARMING_333,Grain,穀物
SLEDDING_WORD_SLIDING_339,Sledding,雪橇
SKELETON_WORD_SLIDING_339,Skeleton,俯式冰橇
SKIING_WORD_SLIDING_339,Skiing,滑雪
SKATING_WORD_SLIDING_339,Skating,滑冰
LUGE_WORD_SLIDING_339,Luge,仰式雪橇
OIL_WORD_PAINTING_340,Oil,油畫
ACRYLIC_WORD_PAINTING_340,Acrylic,壓克力
GOUACHE_WORD_PAINTING_340,Gouache,水粉
TEMPERA_WORD_PAINTING_340,Tempera,蛋彩
FRESCO_WORD_PAINTING_340,Fresco,壁畫
RISOTTO_WORD_RICE_342,Risotto,義式燉飯
CONGEE_WORD_RICE_342,Congee,粥
PAELLA_WORD_RICE_342,Paella,西班牙海鮮飯
SUSHI_WORD_RICE_342,Sushi,壽司
ROMANCE_WORD_HEART_344,Romance,浪漫
COUPLE_WORD_HEART_344,Couple,情侶
PASSION_WORD_HEART_344,Passion,熱情
VANS_WORD_HIPPIE_349,Vans,廂型車
COMMUNE_WORD_HIPPIE_349,Commune,公社
FREEDOM_WORD_HIPPIE_349,Freedom,自由
DRONE_WORD_ROBOT_354,Drone,無人機
ROBOVAC_WORD_ROBOT_354,Robovac,掃地機器人
NANOBOT_WORD_ROBOT_354,Nanobot,奈米機器人
CYBORG_WORD_ROBOT_354,Cyborg,半機械人
ANDROID_WORD_ROBOT_354,Android,仿生人
MACHINE_WORD_ROBOT_354,Machine,機器
SIGMA_WORD_GREECE_359,Sigma,西格瑪
DELTA_WORD_GREECE_359,Delta,德爾塔
KAPPA_WORD_GREECE_359,Kappa,卡帕
MOTION_WORD_DYNAMICS_360,Motion,運動
INERTIA_WORD_DYNAMICS_360,Inertia,慣性
VELOCITY_WORD_DYNAMICS_360,Velocity,速度
ONTARIO_WORD_LAKES_365,Ontario,安大略
SUPERIOR_WORD_LAKES_365,Superior,蘇必略
TITICACA_WORD_LAKES_365,Titicaca,的的喀喀
BAIKAL_WORD_LAKES_365,Baikal,貝加爾
MICHIGAN_WORD_LAKES_365,Michigan,密西根
HURON_WORD_LAKES_365,Huron,休倫
ATOM_WORD_NUCLEAR_366,Atom,原子
NEUTRON_WORD_NUCLEAR_366,Neutron,中子
PROTON_WORD_NUCLEAR_366,Proton,質子
ELECTRON_WORD_NUCLEAR_366,Electron,電子
MILAN_WORD_ITALY_376,Milan,米蘭
ROME_WORD_ITALY_376,Rome,羅馬
VENICE_WORD_ITALY_376,Venice,威尼斯
FLORENCE_WORD_ITALY_376,Florence,佛羅倫斯
THIS_WORD_POINTING_379,This,這個
THAT_WORD_POINTING_379,That,那個
THOSE_WORD_POINTING_379,Those,那些
NORMAL_WORD_SKIN_380,Normal,中性
DRY_WORD_SKIN_380,Dry,乾性
OILY_WORD_SKIN_380,Oily,油性
LIBRARY_WORD_BUILD_384,Library,圖書館
MUSEUM_WORD_BUILD_384,Museum,博物館
HOSPITAL_WORD_BUILD_384,Hospital,醫院
SCHOOL_BUILDING_WORD_BUILD_384,School building,學校
HOTEL_WORD_BUILD_384,Hotel,飯店
FACTORY_WORD_BUILD_384,Factory,工廠
STADIUM_WORD_BUILD_384,Stadium,體育場
MALL_WORD_BUILD_384,Mall,商場
MONARCHY_WORD_POLICIES_394,Monarchy,君主制
TYRANNY_WORD_POLICIES_394,Tyranny,暴政
ANARCHY_WORD_POLICIES_394,Anarchy,無政府
POWER_WORD_STRENGTH_401,Power,力量
FORCE_WORD_STRENGTH_401,Force,力
MIGHT_WORD_STRENGTH_401,Might,威力
TEXT_WORD_MESSAGE_407,Text,簡訊
EMAIL_WORD_MESSAGE_407,Email,電子郵件
LETTER_WORD_MESSAGE_407,Letter,信件
FAX_WORD_MESSAGE_407,Fax,傳真
DUALISM_WORD_VIEWS_410,Dualism,二元論
STOICISM_WORD_VIEWS_410,Stoicism,斯多葛主義
NIHILISM_WORD_VIEWS_410,Nihilism,虛無主義
LUNGS_WORD_ORGANS_412,Lungs,肺
KIDNEY_WORD_ORGANS_412,Kidney,腎
STOMACH_WORD_ORGANS_412,Stomach,胃
LIVER_WORD_ORGANS_412,Liver,肝
BLADDER_WORD_ORGANS_412,Bladder,膀胱
SPLEEN_WORD_ORGANS_412,Spleen,脾
HEART_WORD_ORGANS_412,Heart,心臟
PANCREAS_WORD_ORGANS_412,Pancreas,胰臟
FOOL_WORD_TAROT_417,Fool,愚者
MOON_WORD_TAROT_417,Moon,月亮
MAGICIAN_WORD_TAROT_417,Magician,魔術師
EMPRESS_WORD_TAROT_417,Empress,女皇
SOPRANO_WORD_VOICES_439,Soprano,女高音
TENOR_WORD_VOICES_439,Tenor,男高音
BARITONE_WORD_VOICES_439,Baritone,男中音
BASS_WORD_VOICES_439,Bass,男低音
ALTO_WORD_VOICES_439,Alto,女低音
SONNET_WORD_POETRY_440,Sonnet,十四行詩
HAIKU_WORD_POETRY_440,Haiku,俳句
ODE_WORD_POETRY_440,Ode,頌歌
BALLAD_WORD_POETRY_440,Ballad,敘事詩
ACROSTIC_WORD_POETRY_440,Acrostic,離合詩
SUPPER_WORD_MEALS_444,Supper,晚餐
LUNCH_WORD_MEALS_444,Lunch,午餐
DINNER_WORD_MEALS_444,Dinner,正餐
CAULDRON_WORD_ALCHEMY_445,Cauldron,坩堝
ELIXIR_WORD_ALCHEMY_445,Elixir,靈藥
POTION_WORD_ALCHEMY_445,Potion,藥水
RITUAL_WORD_PAGANISM_469,Ritual,儀式
TOTEM_WORD_PAGANISM_469,Totem,圖騰
IDOL_WORD_PAGANISM_469,Idol,神像
ALTAR_WORD_PAGANISM_469,Altar,祭壇
CURRENT_WORD_PRESENT_470,Current,當前
NOW_WORD_PRESENT_470,Now,現在
TODAY_WORD_PRESENT_470,Today,今天
CODE_WORD_SECRET_471,Code,密碼
AGENT_WORD_SECRET_471,Agent,特工
WORD_WORD_SECRET_471,Identity,身分
DONKEY_WORD_EQUIDAE_475,Donkey,驢
MULE_WORD_EQUIDAE_475,Mule,騾
MUSTANG_WORD_EQUIDAE_475,Mustang,野馬
HORSE_WORD_EQUIDAE_475,Horse,馬
ZEBRA_WORD_EQUIDAE_475,Zebra,斑馬
PONY_WORD_EQUIDAE_475,Pony,小馬
COWHIDE_WORD_LEATHER_480,Cowhide,牛皮
NUBUCK_WORD_LEATHER_480,Nubuck,磨砂皮
SUEDE_WORD_LEATHER_480,Suede,麂皮
TOWER_WORD_CASTLE_485,Tower,塔樓
MOAT_WORD_CASTLE_485,Moat,護城河
DUNGEON_WORD_CASTLE_485,Dungeon,地牢
BASTION_WORD_CASTLE_485,Bastion,稜堡
RAMPART_WORD_CASTLE_485,Rampart,城牆
TURRET_WORD_CASTLE_485,Turret,角樓
PARAPET_WORD_CASTLE_485,Parapet,矮牆
CITADEL_WORD_CASTLE_485,Citadel,城塞
LCD_WORD_DISPLAY_486,LCD,LCD
LED_WORD_DISPLAY_486,LED,LED
OLED_WORD_DISPLAY_486,OLED,OLED
CRT_WORD_DISPLAY_486,CRT,CRT
PLASMA_WORD_DISPLAY_486,Plasma,電漿
AMOLED_WORD_DISPLAY_486,AMOLED,AMOLED
MAYANS_WORD_CULTURES_487,Mayans,馬雅人
AZTECS_WORD_CULTURES_487,Aztecs,阿茲特克人
ROMANS_WORD_CULTURES_487,Romans,羅馬人
GREEKS_WORD_CULTURES_487,Greeks,希臘人
CELTS_WORD_CULTURES_487,Celts,凱爾特人
VIKINGS_WORD_CULTURES_487,Vikings,維京人
SAMURAI_WORD_WARRIORS_491,Samurai,武士
SHINOBI_WORD_WARRIORS_491,Shinobi,忍者
RONIN_WORD_WARRIORS_491,Ronin,浪人
ASSASSIN_WORD_WARRIORS_491,Assassin,刺客
NINJA_WORD_WARRIORS_491,Ninja,忍者
DECEIVE_WORD_LIE_492,Deceive,欺騙
DELUDE_WORD_LIE_492,Delude,迷惑
FALSIFY_WORD_LIE_492,Falsify,偽造
MISLEAD_WORD_LIE_492,Mislead,誤導
OBOE_WORD_VIOLIN_508,Oboe,雙簧管
CLARINET_WORD_VIOLIN_508,Clarinet,單簧管
FLUTE_WORD_VIOLIN_508,Flute,長笛
CELLO_WORD_VIOLIN_508,Cello,大提琴
MATE_WORD_ANAGRAM_511,Mate,夥伴
TEAM_WORD_ANAGRAM_511,Team,團隊
MEAT_WORD_ANAGRAM_511,Meat,肉
BONGO_WORD_DRUM_518,Bongo,邦戈鼓
DJEMBE_WORD_DRUM_518,Djembe,非洲鼓
TABLA_WORD_DRUM_518,Tabla,塔布拉鼓
ASHIKO_WORD_DRUM_518,Ashiko,阿西科鼓
TRIUMPH_WORD_WREATH_544,Triumph,凱旋
VICTORY_WORD_WREATH_544,Victory,勝利
SUCCESS_WORD_WREATH_544,Success,成功
YOGA_WORD_ZEN_549,Yoga,瑜伽
RINZAI_WORD_ZEN_549,Rinzai,臨濟
DHARMA_WORD_ZEN_549,Dharma,法
ROUTER_WORD_NETWORK_588,Router,路由器
SERVER_WORD_NETWORK_588,Server,伺服器
GATEWAY_WORD_NETWORK_588,Gateway,閘道器
ETHERNET_WORD_NETWORK_588,Ethernet,乙太網路
PACKET_WORD_NETWORK_588,Packet,封包
DUTY_WORD_CUSTOMS_592,Duty,關稅
IMPORT_WORD_CUSTOMS_592,Import,進口
BORDER_WORD_CUSTOMS_592,Border,邊境
EXPORT_WORD_CUSTOMS_592,Export,出口
PAYMENT_WORD_MORTGAGE_595,Payment,還款
INTEREST_WORD_MORTGAGE_595,Interest,利息
RATE_WORD_MORTGAGE_595,Rate,利率
MIX_WORD_CONCRETE_601,Mix,攪拌
TROWEL_WORD_CONCRETE_601,Trowel,抹刀
SCREED_WORD_CONCRETE_601,Screed,刮板
SATIRE_WORD_MEMES_620,Satire,諷刺
PARODY_WORD_MEMES_620,Parody,惡搞
TROLLING_WORD_MEMES_620,Trolling,釣魚
METHANE_WORD_ALKANES_641,Methane,甲烷
ETHANE_WORD_ALKANES_641,Ethane,乙烷
PROPANE_WORD_ALKANES_641,Propane,丙烷
BUTANE_WORD_ALKANES_641,Butane,丁烷
ASSESS_WORD_EVALUATE_651,Assess,評估
ESTIMATE_WORD_EVALUATE_651,Estimate,估算
ANALYZE_WORD_EVALUATE_651,Analyze,分析
HUNT_WORD_QUEST_680,Hunt,狩獵
INQUIRY_WORD_QUEST_680,Inquiry,探尋
PURSUIT_WORD_QUEST_680,Pursuit,追求
GOATEE_WORD_BEARDS_681,Goatee,山羊鬍
BALBO_WORD_BEARDS_681,Balbo,巴爾乘鬍
DUCKTAIL_WORD_BEARDS_681,Ducktail,鴨尾鬍
SYNERGY_WORD_YINYANG_721,Synergy,協同
DUALITY_WORD_YINYANG_721,Duality,二元性
HARMONY_WORD_YINYANG_721,Harmony,和諧
GOURMET_WORD_FOODIE_726,Gourmet,美食家
EPICURE_WORD_FOODIE_726,Epicure,享樂者
TASTE_WORD_FOODIE_726,Taste,味覺
SYBARITE_WORD_FOODIE_726,Sybarite,奢侈者
HEDONISM_WORD_FOODIE_726,Hedonism,享樂主義
DISHES_WORD_FOODIE_726,Dishes,菜餚
ROLE_WORD_OPERA_760,Role,角色
DIVA_WORD_OPERA_760,Diva,歌后
ACT_WORD_OPERA_760,Act,幕
BAY_WORD_HARBOR_764,Bay,海灣
PIER_WORD_HARBOR_764,Pier,碼頭
WHARF_WORD_HARBOR_764,Wharf,碼頭
COAST_WORD_HARBOR_764,Coast,海岸
MARINA_WORD_HARBOR_764,Marina,遊艇碼頭
VESSEL_WORD_HARBOR_764,Vessel,船隻
BRICK_WORD_STREET_768,Lamp,路燈
DRIVER_WORD_STREET_768,Driver,駕駛
CORNER_WORD_STREET_768,Corner,街角
BIKE_WORD_STREET_768,Bike,腳踏車
LION_WORD_CHIMERA_795,Lion,獅子
GOAT_WORD_CHIMERA_795,Goat,山羊
SERPENT_WORD_CHIMERA_795,Serpent,巨蛇
REINS_WORD_CARRIAGE_800,Reins,韁繩
HARNESS_WORD_CARRIAGE_800,Harness,挽具
COACHMAN_WORD_CARRIAGE_800,Coachman,車夫
CANTER_WORD_GAITS_810,Canter,慢跑
GALLOP_WORD_GAITS_810,Gallop,飛奔
TROT_WORD_GAITS_810,Trot,小跑
CORE_WORD_EARTH_831,Core,地核
MANTLE_WORD_EARTH_831,Mantle,地函
CRUST_WORD_EARTH_831,Crust,地殼
PAGANINI_WORD_VIOLINS_845,Paganini,帕乙尼尼
LUTHIER_WORD_VIOLINS_845,Luthier,製琴師
FRET_WORD_VIOLINS_845,Bow,琴弓
NOUN_WORD_GRAMMAR_861,Noun,名詞
VERB_WORD_GRAMMAR_861,Verb,動詞
ADVERB_WORD_GRAMMAR_861,Adverb,副詞
CREST_WORD_COASTAL_882,Crest,浪尖
BREEZE_WORD_COASTAL_882,Breeze,海風
SURFING_WORD_COASTAL_882,Surfing,衝浪
SHINGLE_WORD_COASTAL_882,Shingle,卵石灘
SAND_WORD_COASTAL_882,Sand,沙灘
GROYNE_WORD_COASTAL_882,Groyne,防波堤
TIDE_WORD_COASTAL_882,Tide,潮汐
JETTY_WORD_COASTAL_882,Jetty,棧橋
TIRE_WORD_WHEEL_890,Tire,輪胎
HUBCAP_WORD_WHEEL_890,Hubcap,輪轂蓋
STEER_WORD_WHEEL_890,Steer,轉向
AXLE_WORD_WHEEL_890,Axle,車軸
FORTUNE_WORD_WHEEL_890,Rim,輪圈
STEEL_WORD_INDUSTRY_921,Steel,鋼鐵
GOODS_WORD_INDUSTRY_921,Goods,商品
PRODUCE_WORD_INDUSTRY_921,Produce,產品
MEGA_WORD_PREFIX_922,Mega,兆
NANO_WORD_PREFIX_922,Nano,奈
DECA_WORD_PREFIX_922,Deca,十
SIAMESE_WORD_BREEDS_940,Siamese,暹羅貓
SPHYNX_WORD_BREEDS_940,Sphynx,斯芬克斯貓
BIRMAN_WORD_BREEDS_940,Birman,伯曼貓
BENGAL_WORD_BREEDS_940,Bengal,孟加拉貓
ANGORA_WORD_BREEDS_940,Angora,安哥拉貓
BIG_BEN_WORD_LANDMARK_948,Big Ben,大笨鐘
SPHINX_WORD_LANDMARK_948,Sphinx,獅身人面像
COLOSSEUM_WORD_LANDMARK_948,Colosseum,鬥獸場
PYRAMIDS_WORD_LANDMARK_948,Pyramids,金字塔群
NILE_WORD_RIVERS_959,Nile,尼羅河
AMAZON_WORD_RIVERS_959,Amazon,亞馬遜河
HUDSON_WORD_RIVERS_959,Hudson,哈德遜河
SURF_WORD_COAST_969,Surf,衝浪
BEACH_WORD_COAST_969,Beach,海灘
CLIFF_WORD_COAST_969,Cliff,懸崖
CLEANSER_WORD_SKINCARE_984,Cleanser,洗面乳
TONER_WORD_SKINCARE_984,Toner,化妝水
SERUM_WORD_SKINCARE_984,Serum,精華液
TEXTURE_WORD_SKINCARE_984,Texture,膚質
PORES_WORD_SKINCARE_984,Pores,毛孔
RETINOL_WORD_SKINCARE_984,Retinol,視黃醇
PEPTIDES_WORD_SKINCARE_984,Peptides,多肽
BLEMISH_WORD_SKINCARE_984,Blemish,瑕疵
ROMANOV_WORD_DYNASTY_991,Romanov,羅曼諾夫
TUDOR_WORD_DYNASTY_991,Tudor,都鐸
KENNEDY_WORD_DYNASTY_991,Ottoman,鄂圖曼
BOURBON_WORD_DYNASTY_991,Bourbon,波旁
CLERIC_WORD_PRIEST_1019,Cleric,牧師
BIBLE_WORD_PRIEST_1019,Bible,聖經
SAINT_WORD_PRIEST_1019,Saint,聖人
PREACHER_WORD_PRIEST_1019,Preacher,傳教士
JOURNEY_WORD_MAPS_1022,Journey,旅程
LANDMARK_WORD_MAPS_1022,Landmark,地標
BORDER_WORD_MAPS_1022,Border,邊界
ATLAS_WORD_MAPS_1022,Atlas,地圖集
GLOBE_WORD_MAPS_1022,Globe,地球儀
SCALE_WORD_MAPS_1022,Scale,比例尺
TERRAIN_WORD_MAPS_1022,Terrain,地形
CONTOUR_WORD_MAPS_1022,Contour,等高線
MELODY_WORD_SINGING_1054,Melody,旋律
SONG_WORD_SINGING_1054,Song,歌曲
PITCH_WORD_SINGING_1054,Pitch,音調
SOLOIST_WORD_SINGING_1054,Soloist,獨唱者
ARIA_WORD_SINGING_1054,Aria,詠嘆調
CHOIR_WORD_SINGING_1054,Choir,合唱團
HUMMING_WORD_SINGING_1054,Humming,哼唱
TIMBRE_WORD_SINGING_1054,Timbre,音色
GENE_WORD_GENETICS_1060,Gene,基因
DNA_WORD_GENETICS_1060,DNA,DNA
GENOME_WORD_GENETICS_1060,Genome,基因組
TV_WORD_SCREEN_1030,TV,電視
ATM_WORD_SCREEN_1030,ATM,提款機
E_READER_WORD_SCREEN_1030,E-reader,電子閱讀器
BUZZER_WORD_ALARM_1031,Buzzer,蜂鳴器
BEEP_WORD_ALARM_1031,Beep,嗶聲
RUSH_WORD_ALARM_1031,Rush,緊急
MAPLE_WORD_LEAVES_1055,Maple,楓樹
OAK_WORD_LEAVES_1055,Oak,橡樹
PALM_WORD_LEAVES_1055,Palm,棕櫚
CHESTNUT_WORD_LEAVES_1055,Chestnut,栗樹
ASH_WORD_LEAVES_1055,Ash,白蠟樹
POPLAR_WORD_LEAVES_1055,Poplar,楊樹
PLATE_WORD_DISHWARE_829,Plate,盤子
CUP_WORD_DISHWARE_829,Cup,杯子
BOWL_WORD_DISHWARE_829,Bowl,碗
SAUCER_WORD_DISHWARE_829,Saucer,碟子
FROG_WORD_POND_830,Frog,青蛙
REED_WORD_POND_830,Reed,蘆葦
DUCK_WORD_POND_830,Duck,鴨子
PAWN_PIC_CHESS_1,,
ROOK_PIC_CHESS_1,,
KNIGHT_PIC_CHESS_1,,
BISHOP_PIC_CHESS_1,,
QUEEN_PIC_CHESS_1,,
KING_PIC_CHESS_1,,
CHESSBOARD_PIC_CHESS_1,,
CHESS_CLOCK_PIC_CHESS_1,,
HOCKEY_PIC_SPORTS_2,,
SOCCER_PIC_SPORTS_2,,
BOXING_PIC_SPORTS_2,,
TENNIS_PIC_SPORTS_2,,
GOLF_PIC_SPORTS_2,,
RUGBY_PIC_SPORTS_2,,
CURLING_PIC_SPORTS_2,,
TABLE_TENNIS_PIC_SPORTS_2,,
