id,basic_card_name_en,ar-SA
CATALOG_WORD_AUCTION_215,Catalog,كتالوج
BIDDER_WORD_AUCTION_215,Bidder,مزايد
EXCELSA_WORD_BEANS_219,Excelsa,إكسلسا
ROBUSTA_WORD_BEANS_219,Robusta,روبوستا
LIBERICA_WORD_BEANS_219,Liberica,ليبيريكا
ARABICA_WORD_BEANS_219,Arabica,أرابيكا
TENT_WORD_CAMPING_221,Tent,خيمة
CAMPFIRE_WORD_CAMPING_221,Campfire,نار مخيم
HAMMOCK_WORD_CAMPING_221,Hammock,أرجوحة شبكية
ORGAN_WORD_PLAY_223,Organ,أورغن
VIOLIN_WORD_PLAY_223,Violin,كمان
UKULELE_WORD_PLAY_223,Ukulele,يوكليلي
DRUM_WORD_PLAY_223,Drum,طبل
PIANO_WORD_PLAY_223,Piano,بيانو
FLUTE_WORD_PLAY_223,Flute,ناي
GUITAR_WORD_PLAY_223,Guitar,غيتار
CELLO_WORD_PLAY_223,Cello,تشيلو
BANK_WORD_FINANCE_227,Bank,بنك
INCOME_WORD_FINANCE_227,Income,دخل
EXPENSE_WORD_FINANCE_227,Expense,مصروف
MONEY_WORD_FINANCE_227,Money,مال
KINGDOM_WORD_MEDIEVAL_228,Kingdom,مملكة
LORD_WORD_MEDIEVAL_228,Lord,لورد
KNIGHT_WORD_MEDIEVAL_228,Knight,فارس
CASTLE_WORD_MEDIEVAL_228,Castle,قلعة
GLASSES_WORD_OPTICS_229,Glasses,نظارات
LENS_WORD_OPTICS_229,Lens,عدسة
MONOCLE_WORD_OPTICS_229,Monocle,عدسة أحادية
SPYGLASS_WORD_OPTICS_229,Spyglass,منظار
SIGNPOST_WORD_NAVIGATE_230,Signpost,لافتة طريق
SEXTANT_WORD_NAVIGATE_230,Sextant,سدس
COMPASS_WORD_NAVIGATE_230,Compass,بوصلة
PLAYPEN_WORD_TODDLER_231,Playpen,سياج لعب
NAP_TIME_WORD_TODDLER_231,Nap time,وقت القيلولة
PACIFIER_WORD_TODDLER_231,Pacifier,لهّاية
CAPRINE_WORD_FAMILIES_234,Caprine,ماعزي
OVINE_WORD_FAMILIES_234,Ovine,ضأني
FELINE_WORD_FAMILIES_234,Feline,قططي
EQUINE_WORD_FAMILIES_234,Equine,خيلي
CANINE_WORD_FAMILIES_234,Canine,كلبي
MURINE_WORD_FAMILIES_234,Murine,فأري
PORCINE_WORD_FAMILIES_234,Porcine,خنزيري
BOVINE_WORD_FAMILIES_234,Bovine,بقري
ALTAIR_WORD_STARS_236,Altair,النسر الطائر
POLARIS_WORD_STARS_236,Polaris,نجم القطب
SIRIUS_WORD_STARS_236,Sirius,الشعرى
VEGA_WORD_STARS_236,Vega,النسر الواقع
RIGEL_WORD_STARS_236,Rigel,رِجل
ALKAID_WORD_STARS_236,Alkaid,القائد
NEURAL_WORD_AI_238,Neural,عصبوني
DATASET_WORD_AI_238,Dataset,مجموعة بيانات
CHATBOT_WORD_AI_238,Chatbot,روبوت محادثة
AGENT_WORD_AI_238,Agent,وكيل
MATRIX_WORD_AI_238,Matrix,مصفوفة
CORTEX_WORD_AI_238,Cortex,قشرة
REGION_WORD_DIVISION_242,Region,منطقة
COUNTRY_WORD_DIVISION_242,Country,بلد
STATE_WORD_DIVISION_242,State,ولاية
CITY_WORD_DIVISION_242,City,مدينة
DIALOGUE_WORD_SPEAK_244,Dialogue,حوار
DEBATE_WORD_SPEAK_244,Debate,نقاش
ARGUMENT_WORD_SPEAK_244,Argument,جدال
WAVY_WORD_HAIR_245,Wavy,مموّج
CURLY_WORD_HAIR_245,Curly,مجعّد
COILY_WORD_HAIR_245,Coily,حلزوني
SPRAIN_WORD_INJURIES_249,Sprain,التواء
FRACTURE_WORD_INJURIES_249,Fracture,كسر
BRUISE_WORD_INJURIES_249,Bruise,كدمة
WOUND_WORD_INJURIES_249,Wound,جرح
HEADACHE_WORD_FLU_251,Headache,صداع
PILLS_WORD_FLU_251,Pills,حبوب
COUGH_WORD_FLU_251,Cough,سعال
GYPSUM_WORD_MINERALS_253,Gypsum,جبس
CALCITE_WORD_MINERALS_253,Calcite,كالسيت
AZURITE_WORD_MINERALS_253,Azurite,أزوريت
MICA_WORD_MINERALS_253,Mica,ميكا
MARBLE_WORD_MINERALS_253,Marble,رخام
QUARTZ_WORD_MINERALS_253,Quartz,كوارتز
LIME_WORD_MINERALS_253,Lime,كلس
BERYL_WORD_MINERALS_253,Beryl,بريل
DECAY_WORD_RADIATE_257,Decay,اضمحلال
FALLOUT_WORD_RADIATE_257,Fallout,تساقط إشعاعي
CURIE_WORD_RADIATE_257,Curie,كوري
X_RAYS_WORD_RADIATE_257,X-rays,أشعة سينية
GLUCAGON_WORD_HORMONES_259,Glucagon,غلوكاغون
CORTISOL_WORD_HORMONES_259,Cortisol,كورتيزول
INSULIN_WORD_HORMONES_259,Insulin,إنسولين
GASTRIN_WORD_HORMONES_259,Gastrin,غاسترين
IRIS_WORD_EYE_260,Iris,قزحية
PUPIL_WORD_EYE_260,Pupil,بؤبؤ
RETINA_WORD_EYE_260,Retina,شبكية
DIG_WORD_SHOVEL_261,Dig,حفر
EXCAVATE_WORD_SHOVEL_261,Excavate,تنقيب
UNEARTH_WORD_SHOVEL_261,Unearth,استخراج
ALNICO_WORD_ALLOY_264,Alnico,ألنيكو
AMALGAM_WORD_ALLOY_264,Amalgam,ملغمة
BRASS_WORD_ALLOY_264,Brass,نحاس أصفر
BRONZE_WORD_ALLOY_264,Bronze,برونز
NICHROME_WORD_ALLOY_264,Nichrome,نيكروم
TUNGSTEN_WORD_ALLOY_264,Pewter,بيوتر
NITINOL_WORD_ALLOY_264,Nitinol,نيتينول
STELLITE_WORD_ALLOY_264,Stellite,ستيلايت
DIWALI_WORD_FESTIVAL_270,Diwali,ديوالي
HOLI_WORD_FESTIVAL_270,Holi,هولي
SONGKRAN_WORD_FESTIVAL_270,Songkran,سونغكران
THULIUM_WORD_METAL_272,Thulium,ثوليوم
HOLMIUM_WORD_METAL_272,Holmium,هولميوم
IRIDIUM_WORD_METAL_272,Iridium,إيريديوم
RHODIUM_WORD_METAL_272,Rhodium,روديوم
YTTRIUM_WORD_METAL_272,Yttrium,إتريوم
LUTETIUM_WORD_METAL_272,Lutetium,لوتيتيوم
EUROPIUM_WORD_METAL_272,Europium,يوروبيوم
ERBIUM_WORD_METAL_272,Erbium,إربيوم
INSIGNIA_WORD_ARTIFACT_276,Insignia,شارة
RELIC_WORD_ARTIFACT_276,Relic,أثر
SIGIL_WORD_ARTIFACT_276,Sigil,رمز
TOTEM_WORD_ARTIFACT_276,Totem,طوطم
AMULET_WORD_ARTIFACT_276,Amulet,تميمة
VASE_WORD_ARTIFACT_276,Vase,مزهرية
GUARD_WORD_DEFENSE_277,Guard,حارس
CCTV_WORD_DEFENSE_277,CCTV,كاميرا مراقبة
SECURITY_WORD_DEFENSE_277,Security,أمن
PATROL_WORD_DEFENSE_277,Patrol,دورية
ATOM_WORD_PARTICLE_281,Atom,ذرّة
ELECTRON_WORD_PARTICLE_281,Electron,إلكترون
NEUTRON_WORD_PARTICLE_281,Neutron,نيوترون
HARLEM_WORD_NEW_YORK_287,Harlem,هارلم
SOHO_WORD_NEW_YORK_287,Soho,سوهو
TRIBECA_WORD_NEW_YORK_287,Tribeca,ترايبيكا
ASTORIA_WORD_NEW_YORK_287,Astoria,أستوريا
BRONX_WORD_NEW_YORK_287,Bronx,برونكس
QUEENS_WORD_NEW_YORK_287,Queens,كوينز
BARNACLE_WORD_NO_BONES_289,Barnacle,بَرنقيل
SPIDER_WORD_NO_BONES_289,Spider,عنكبوت
SQUID_WORD_NO_BONES_289,Squid,حبّار
STARFISH_WORD_NO_BONES_289,Starfish,نجم بحر
WORM_WORD_NO_BONES_289,Worm,دودة
FABLE_WORD_LEGENDS_291,Fable,حكاية
SAGA_WORD_LEGENDS_291,Saga,ملحمة
TALE_WORD_LEGENDS_291,Tale,قصة
EPIC_WORD_LEGENDS_291,Epic,ملحمي
MYTH_WORD_LEGENDS_291,Myth,أسطورة
HI_WORD_HELLO_295,Hi,مرحبا
HOWDY_WORD_HELLO_295,Howdy,أهلاً
HEY_WORD_HELLO_295,Hey,هاي
DEGREE_WORD_PHD_296,Degree,شهادة
THESIS_WORD_PHD_296,Thesis,أطروحة
RESEARCH_WORD_PHD_296,Research,بحث
CONSENT_WORD_OK_SIGN_301,Consent,موافقة
OKAY_WORD_OK_SIGN_301,Okay,حسنا
YES_WORD_OK_SIGN_301,Yes,نعم
SCALES_WORD_JUSTICE_310,Scales,ميزان
GAVEL_WORD_JUSTICE_310,Gavel,مطرقة قاضي
LAW_WORD_JUSTICE_310,Law,قانون
COURT_WORD_JUSTICE_310,Court,محكمة
INMATE_WORD_PRISONER_312,Inmate,سجين
FELON_WORD_PRISONER_312,Felon,مجرم
DETAINEE_WORD_PRISONER_312,Detainee,معتقل
METEOR_WORD_SPACE_314,Meteor,نيزك
ECLIPSE_WORD_SPACE_314,Eclipse,كسوف
AURORA_WORD_SPACE_314,Aurora,شفق قطبي
PULSAR_WORD_SPACE_314,Pulsar,نجم نابض
QUASAR_WORD_SPACE_314,Quasar,كوازار
NEBULA_WORD_SPACE_314,Nebula,سديم
NOVA_WORD_SPACE_314,Nova,مستعر
ASTEROID_WORD_SPACE_314,Asteroid,كويكب
GAMBLER_WORD_WESTERN_317,Gambler,مقامر
SHERIFF_WORD_WESTERN_317,Sheriff,عمدة
COWBOY_WORD_WESTERN_317,Cowboy,راعي بقر
LASSO_WORD_WESTERN_317,Lasso,حبل لاسو
SALOON_WORD_WESTERN_317,Saloon,صالون
RODEO_WORD_WESTERN_317,Rodeo,روديو
SECURE_WORD_LOCK_321,Secure,آمن
STURDY_WORD_LOCK_321,Sturdy,متين
TRUSTY_WORD_LOCK_321,Trusty,موثوق
THIGH_WORD_LEGS_322,Thigh,فخذ
KNEE_WORD_LEGS_322,Knee,ركبة
ANKLE_WORD_LEGS_322,Ankle,كاحل
RA_WORD_PYRAMIDS_330,Ra,رع
OSIRIS_WORD_PYRAMIDS_330,Osiris,أوزيريس
ANUBIS_WORD_PYRAMIDS_330,Anubis,أنوبيس
RAMSES_WORD_PYRAMIDS_330,Ramses,رمسيس
PICKAXE_WORD_SHAFT_331,Pickaxe,معول
MINE_WORD_SHAFT_331,Mine,منجم
CART_WORD_SHAFT_331,Cart,عربة
PADDOCK_WORD_FARMING_333,Paddock,حظيرة
COMPOST_WORD_FARMING_333,Compost,سماد عضوي
FALLOW_WORD_FARMING_333,Fallow,أرض بور
CROP_WORD_FARMING_333,Crop,محصول
HAY_WORD_FARMING_333,Hay,تبن
HARVEST_WORD_FARMING_333,Harvest,حصاد
TOPSOIL_WORD_FARMING_333,Topsoil,تربة سطحية
GRAIN_WORD_FARMING_333,Grain,حبوب
SLEDDING_WORD_SLIDING_339,Sledding,تزلج بالمزلقة
SKELETON_WORD_SLIDING_339,Skeleton,سكيلتون
SKIING_WORD_SLIDING_339,Skiing,تزلج
SKATING_WORD_SLIDING_339,Skating,تزلج على الجليد
LUGE_WORD_SLIDING_339,Luge,لوج
OIL_WORD_PAINTING_340,Oil,زيتي
ACRYLIC_WORD_PAINTING_340,Acrylic,أكريليك
GOUACHE_WORD_PAINTING_340,Gouache,غواش
TEMPERA_WORD_PAINTING_340,Tempera,تمبرا
FRESCO_WORD_PAINTING_340,Fresco,فريسكو
RISOTTO_WORD_RICE_342,Risotto,ريزوتو
CONGEE_WORD_RICE_342,Congee,عصيدة أرز
PAELLA_WORD_RICE_342,Paella,بايلا
SUSHI_WORD_RICE_342,Sushi,سوشي
ROMANCE_WORD_HEART_344,Romance,رومانسية
COUPLE_WORD_HEART_344,Couple,زوجان
PASSION_WORD_HEART_344,Passion,عاطفة
VANS_WORD_HIPPIE_349,Vans,فان
COMMUNE_WORD_HIPPIE_349,Commune,كوميون
FREEDOM_WORD_HIPPIE_349,Freedom,حرية
DRONE_WORD_ROBOT_354,Drone,طائرة مسيّرة
ROBOVAC_WORD_ROBOT_354,Robovac,مكنسة آلية
NANOBOT_WORD_ROBOT_354,Nanobot,روبوت نانو
CYBORG_WORD_ROBOT_354,Cyborg,سايبورغ
ANDROID_WORD_ROBOT_354,Android,أندرويد
MACHINE_WORD_ROBOT_354,Machine,آلة
SIGMA_WORD_GREECE_359,Sigma,سيغما
DELTA_WORD_GREECE_359,Delta,دلتا
KAPPA_WORD_GREECE_359,Kappa,كابا
MOTION_WORD_DYNAMICS_360,Motion,حركة
INERTIA_WORD_DYNAMICS_360,Inertia,قصور ذاتي
VELOCITY_WORD_DYNAMICS_360,Velocity,سرعة
ONTARIO_WORD_LAKES_365,Ontario,أونتاريو
SUPERIOR_WORD_LAKES_365,Superior,سوبيريور
TITICACA_WORD_LAKES_365,Titicaca,تيتيكاكا
BAIKAL_WORD_LAKES_365,Baikal,بايكال
MICHIGAN_WORD_LAKES_365,Michigan,ميشيغان
HURON_WORD_LAKES_365,Huron,هورون
ATOM_WORD_NUCLEAR_366,Atom,ذرّة
NEUTRON_WORD_NUCLEAR_366,Neutron,نيوترون
PROTON_WORD_NUCLEAR_366,Proton,بروتون
ELECTRON_WORD_NUCLEAR_366,Electron,إلكترون
MILAN_WORD_ITALY_376,Milan,ميلانو
ROME_WORD_ITALY_376,Rome,روما
VENICE_WORD_ITALY_376,Venice,البندقية
FLORENCE_WORD_ITALY_376,Florence,فلورنسا
THIS_WORD_POINTING_379,This,هذا
THAT_WORD_POINTING_379,That,ذلك
THOSE_WORD_POINTING_379,Those,أولئك
NORMAL_WORD_SKIN_380,Normal,عادية
DRY_WORD_SKIN_380,Dry,جافة
OILY_WORD_SKIN_380,Oily,دهنية
LIBRARY_WORD_BUILD_384,Library,مكتبة
MUSEUM_WORD_BUILD_384,Museum,متحف
HOSPITAL_WORD_BUILD_384,Hospital,مستشفى
SCHOOL_BUILDING_WORD_BUILD_384,School building,مبنى مدرسة
HOTEL_WORD_BUILD_384,Hotel,فندق
FACTORY_WORD_BUILD_384,Factory,مصنع
STADIUM_WORD_BUILD_384,Stadium,ملعب
MALL_WORD_BUILD_384,Mall,مركز تجاري
MONARCHY_WORD_POLICIES_394,Monarchy,ملكية
TYRANNY_WORD_POLICIES_394,Tyranny,استبداد
ANARCHY_WORD_POLICIES_394,Anarchy,فوضى
POWER_WORD_STRENGTH_401,Power,قوة
FORCE_WORD_STRENGTH_401,Force,قوة دافعة
MIGHT_WORD_STRENGTH_401,Might,جبروت
TEXT_WORD_MESSAGE_407,Text,رسالة نصية
EMAIL_WORD_MESSAGE_407,Email,بريد إلكتروني
LETTER_WORD_MESSAGE_407,Letter,رسالة
FAX_WORD_MESSAGE_407,Fax,فاكس
DUALISM_WORD_VIEWS_410,Dualism,ثنائية
STOICISM_WORD_VIEWS_410,Stoicism,رواقية
NIHILISM_WORD_VIEWS_410,Nihilism,عدمية
LUNGS_WORD_ORGANS_412,Lungs,رئتان
KIDNEY_WORD_ORGANS_412,Kidney,كلية
STOMACH_WORD_ORGANS_412,Stomach,معدة
LIVER_WORD_ORGANS_412,Liver,كبد
BLADDER_WORD_ORGANS_412,Bladder,مثانة
SPLEEN_WORD_ORGANS_412,Spleen,طحال
HEART_WORD_ORGANS_412,Heart,قلب
PANCREAS_WORD_ORGANS_412,Pancreas,بنكرياس
FOOL_WORD_TAROT_417,Fool,المجنون
MOON_WORD_TAROT_417,Moon,القمر
MAGICIAN_WORD_TAROT_417,Magician,الساحر
EMPRESS_WORD_TAROT_417,Empress,الإمبراطورة
SOPRANO_WORD_VOICES_439,Soprano,سوبرانو
TENOR_WORD_VOICES_439,Tenor,تينور
BARITONE_WORD_VOICES_439,Baritone,باريتون
BASS_WORD_VOICES_439,Bass,باس
ALTO_WORD_VOICES_439,Alto,آلتو
SONNET_WORD_POETRY_440,Sonnet,سونيتة
HAIKU_WORD_POETRY_440,Haiku,هايكو
ODE_WORD_POETRY_440,Ode,قصيدة
BALLAD_WORD_POETRY_440,Ballad,أغنية شعبية
ACROSTIC_WORD_POETRY_440,Acrostic,أبجدية شعرية
SUPPER_WORD_MEALS_444,Supper,عشاء
LUNCH_WORD_MEALS_444,Lunch,غداء
DINNER_WORD_MEALS_444,Dinner,عشاء رسمي
CAULDRON_WORD_ALCHEMY_445,Cauldron,مرجل
ELIXIR_WORD_ALCHEMY_445,Elixir,إكسير
POTION_WORD_ALCHEMY_445,Potion,جرعة
RITUAL_WORD_PAGANISM_469,Ritual,طقس
TOTEM_WORD_PAGANISM_469,Totem,طوطم
IDOL_WORD_PAGANISM_469,Idol,صنم
ALTAR_WORD_PAGANISM_469,Altar,مذبح
CURRENT_WORD_PRESENT_470,Current,حالي
NOW_WORD_PRESENT_470,Now,الآن
TODAY_WORD_PRESENT_470,Today,اليوم
CODE_WORD_SECRET_471,Code,شيفرة
AGENT_WORD_SECRET_471,Agent,عميل
WORD_WORD_SECRET_471,Identity,هوية
DONKEY_WORD_EQUIDAE_475,Donkey,حمار
MULE_WORD_EQUIDAE_475,Mule,بغل
MUSTANG_WORD_EQUIDAE_475,Mustang,موستانغ
HORSE_WORD_EQUIDAE_475,Horse,حصان
ZEBRA_WORD_EQUIDAE_475,Zebra,حمار وحشي
PONY_WORD_EQUIDAE_475,Pony,مُهر
COWHIDE_WORD_LEATHER_480,Cowhide,جلد بقري
NUBUCK_WORD_LEATHER_480,Nubuck,نوبوك
SUEDE_WORD_LEATHER_480,Suede,شمواه
TOWER_WORD_CASTLE_485,Tower,برج
MOAT_WORD_CASTLE_485,Moat,خندق
DUNGEON_WORD_CASTLE_485,Dungeon,زنزانة
BASTION_WORD_CASTLE_485,Bastion,حصن
RAMPART_WORD_CASTLE_485,Rampart,سور
TURRET_WORD_CASTLE_485,Turret,بُرج صغير
PARAPET_WORD_CASTLE_485,Parapet,حاجز
CITADEL_WORD_CASTLE_485,Citadel,قلعة
LCD_WORD_DISPLAY_486,LCD,شاشة LCD
LED_WORD_DISPLAY_486,LED,شاشة LED
OLED_WORD_DISPLAY_486,OLED,شاشة OLED
CRT_WORD_DISPLAY_486,CRT,شاشة CRT
PLASMA_WORD_DISPLAY_486,Plasma,بلازما
AMOLED_WORD_DISPLAY_486,AMOLED,أموليد
MAYANS_WORD_CULTURES_487,Mayans,المايا
AZTECS_WORD_CULTURES_487,Aztecs,الأزتيك
ROMANS_WORD_CULTURES_487,Romans,الرومان
GREEKS_WORD_CULTURES_487,Greeks,الإغريق
CELTS_WORD_CULTURES_487,Celts,الكلت
VIKINGS_WORD_CULTURES_487,Vikings,الفايكنغ
SAMURAI_WORD_WARRIORS_491,Samurai,ساموراي
SHINOBI_WORD_WARRIORS_491,Shinobi,شينوبي
RONIN_WORD_WARRIORS_491,Ronin,رونين
ASSASSIN_WORD_WARRIORS_491,Assassin,حشّاشين
NINJA_WORD_WARRIORS_491,Ninja,نينجا
DECEIVE_WORD_LIE_492,Deceive,خداع
DELUDE_WORD_LIE_492,Delude,تضليل
FALSIFY_WORD_LIE_492,Falsify,تزوير
MISLEAD_WORD_LIE_492,Mislead,تضليل
OBOE_WORD_VIOLIN_508,Oboe,أوبوا
CLARINET_WORD_VIOLIN_508,Clarinet,كلارينيت
FLUTE_WORD_VIOLIN_508,Flute,فلوت
CELLO_WORD_VIOLIN_508,Cello,تشيلو
MATE_WORD_ANAGRAM_511,Mate,رفيق
TEAM_WORD_ANAGRAM_511,Team,فريق
MEAT_WORD_ANAGRAM_511,Meat,لحم
BONGO_WORD_DRUM_518,Bongo,بونغو
DJEMBE_WORD_DRUM_518,Djembe,جيمبي
TABLA_WORD_DRUM_518,Tabla,طبلة
ASHIKO_WORD_DRUM_518,Ashiko,أشيكو
TRIUMPH_WORD_WREATH_544,Triumph,انتصار
VICTORY_WORD_WREATH_544,Victory,نصر
SUCCESS_WORD_WREATH_544,Success,نجاح
YOGA_WORD_ZEN_549,Yoga,يوغا
RINZAI_WORD_ZEN_549,Rinzai,رينزاي
DHARMA_WORD_ZEN_549,Dharma,دارما
ROUTER_WORD_NETWORK_588,Router,راوتر
SERVER_WORD_NETWORK_588,Server,خادم
GATEWAY_WORD_NETWORK_588,Gateway,بوابة
ETHERNET_WORD_NETWORK_588,Ethernet,إيثرنت
PACKET_WORD_NETWORK_588,Packet,حزمة
DUTY_WORD_CUSTOMS_592,Duty,رسوم
IMPORT_WORD_CUSTOMS_592,Import,استيراد
BORDER_WORD_CUSTOMS_592,Border,حدود
EXPORT_WORD_CUSTOMS_592,Export,تصدير
PAYMENT_WORD_MORTGAGE_595,Payment,دفعة
INTEREST_WORD_MORTGAGE_595,Interest,فائدة
RATE_WORD_MORTGAGE_595,Rate,معدّل
MIX_WORD_CONCRETE_601,Mix,خلط
TROWEL_WORD_CONCRETE_601,Trowel,مالج
SCREED_WORD_CONCRETE_601,Screed,تسوية
SATIRE_WORD_MEMES_620,Satire,سخرية
PARODY_WORD_MEMES_620,Parody,محاكاة ساخرة
TROLLING_WORD_MEMES_620,Trolling,ترولينغ
METHANE_WORD_ALKANES_641,Methane,ميثان
ETHANE_WORD_ALKANES_641,Ethane,إيثان
PROPANE_WORD_ALKANES_641,Propane,بروبان
BUTANE_WORD_ALKANES_641,Butane,بوتان
ASSESS_WORD_EVALUATE_651,Assess,تقييم
ESTIMATE_WORD_EVALUATE_651,Estimate,تقدير
ANALYZE_WORD_EVALUATE_651,Analyze,تحليل
HUNT_WORD_QUEST_680,Hunt,صيد
INQUIRY_WORD_QUEST_680,Inquiry,استفسار
PURSUIT_WORD_QUEST_680,Pursuit,مطاردة
GOATEE_WORD_BEARDS_681,Goatee,سكسوكة
BALBO_WORD_BEARDS_681,Balbo,بالبو
DUCKTAIL_WORD_BEARDS_681,Ducktail,ذيل البطة
SYNERGY_WORD_YINYANG_721,Synergy,تآزر
DUALITY_WORD_YINYANG_721,Duality,ازدواجية
HARMONY_WORD_YINYANG_721,Harmony,انسجام
GOURMET_WORD_FOODIE_726,Gourmet,ذوّاقة
EPICURE_WORD_FOODIE_726,Epicure,متذوّق
TASTE_WORD_FOODIE_726,Taste,ذوق
SYBARITE_WORD_FOODIE_726,Sybarite,متنعّم
HEDONISM_WORD_FOODIE_726,Hedonism,مُتعوية
DISHES_WORD_FOODIE_726,Dishes,أطباق
ROLE_WORD_OPERA_760,Role,دور
DIVA_WORD_OPERA_760,Diva,ديفا
ACT_WORD_OPERA_760,Act,فصل
BAY_WORD_HARBOR_764,Bay,خليج
PIER_WORD_HARBOR_764,Pier,رصيف
WHARF_WORD_HARBOR_764,Wharf,ميناء
COAST_WORD_HARBOR_764,Coast,ساحل
MARINA_WORD_HARBOR_764,Marina,مرسى
VESSEL_WORD_HARBOR_764,Vessel,سفينة
BRICK_WORD_STREET_768,Lamp,مصباح
DRIVER_WORD_STREET_768,Driver,سائق
CORNER_WORD_STREET_768,Corner,زاوية
BIKE_WORD_STREET_768,Bike,دراجة
LION_WORD_CHIMERA_795,Lion,أسد
GOAT_WORD_CHIMERA_795,Goat,ماعز
SERPENT_WORD_CHIMERA_795,Serpent,أفعى
REINS_WORD_CARRIAGE_800,Reins,أعنّة
HARNESS_WORD_CARRIAGE_800,Harness,حزام
COACHMAN_WORD_CARRIAGE_800,Coachman,حوذي
CANTER_WORD_GAITS_810,Canter,خبب
GALLOP_WORD_GAITS_810,Gallop,عدو
TROT_WORD_GAITS_810,Trot,هرولة
CORE_WORD_EARTH_831,Core,لبّ
MANTLE_WORD_EARTH_831,Mantle,وشاح
CRUST_WORD_EARTH_831,Crust,قشرة
PAGANINI_WORD_VIOLINS_845,Paganini,باغانيني
LUTHIER_WORD_VIOLINS_845,Luthier,صانع أوتار
FRET_WORD_VIOLINS_845,Bow,قوس
NOUN_WORD_GRAMMAR_861,Noun,اسم
VERB_WORD_GRAMMAR_861,Verb,فعل
ADVERB_WORD_GRAMMAR_861,Adverb,ظرف
CREST_WORD_COASTAL_882,Crest,قمة موجة
BREEZE_WORD_COASTAL_882,Breeze,نسيم
SURFING_WORD_COASTAL_882,Surfing,ركوب أمواج
SHINGLE_WORD_COASTAL_882,Shingle,حصى
SAND_WORD_COASTAL_882,Sand,رمل
GROYNE_WORD_COASTAL_882,Groyne,حاجز بحري
TIDE_WORD_COASTAL_882,Tide,مدّ وجزر
JETTY_WORD_COASTAL_882,Jetty,رصيف بحري
TIRE_WORD_WHEEL_890,Tire,إطار
HUBCAP_WORD_WHEEL_890,Hubcap,غطاء عجلة
STEER_WORD_WHEEL_890,Steer,توجيه
AXLE_WORD_WHEEL_890,Axle,محور
FORTUNE_WORD_WHEEL_890,Rim,إطار معدني
STEEL_WORD_INDUSTRY_921,Steel,فولاذ
GOODS_WORD_INDUSTRY_921,Goods,بضائع
PRODUCE_WORD_INDUSTRY_921,Produce,إنتاج
MEGA_WORD_PREFIX_922,Mega,ميغا
NANO_WORD_PREFIX_922,Nano,نانو
DECA_WORD_PREFIX_922,Deca,ديكا
SIAMESE_WORD_BREEDS_940,Siamese,سيامي
SPHYNX_WORD_BREEDS_940,Sphynx,سفينكس
BIRMAN_WORD_BREEDS_940,Birman,بيرمان
BENGAL_WORD_BREEDS_940,Bengal,بنغالي
ANGORA_WORD_BREEDS_940,Angora,أنغورا
BIG_BEN_WORD_LANDMARK_948,Big Ben,بيغ بن
SPHINX_WORD_LANDMARK_948,Sphinx,أبو الهول
COLOSSEUM_WORD_LANDMARK_948,Colosseum,الكولوسيوم
PYRAMIDS_WORD_LANDMARK_948,Pyramids,الأهرامات
NILE_WORD_RIVERS_959,Nile,النيل
AMAZON_WORD_RIVERS_959,Amazon,الأمازون
HUDSON_WORD_RIVERS_959,Hudson,هدسون
SURF_WORD_COAST_969,Surf,أمواج
BEACH_WORD_COAST_969,Beach,شاطئ
CLIFF_WORD_COAST_969,Cliff,جُرف
CLEANSER_WORD_SKINCARE_984,Cleanser,منظّف
TONER_WORD_SKINCARE_984,Toner,تونر
SERUM_WORD_SKINCARE_984,Serum,سيروم
TEXTURE_WORD_SKINCARE_984,Texture,ملمس
PORES_WORD_SKINCARE_984,Pores,مسام
RETINOL_WORD_SKINCARE_984,Retinol,ريتينول
PEPTIDES_WORD_SKINCARE_984,Peptides,ببتيدات
BLEMISH_WORD_SKINCARE_984,Blemish,شائبة
ROMANOV_WORD_DYNASTY_991,Romanov,رومانوف
TUDOR_WORD_DYNASTY_991,Tudor,تيودور
KENNEDY_WORD_DYNASTY_991,Ottoman,عثماني
BOURBON_WORD_DYNASTY_991,Bourbon,بوربون
CLERIC_WORD_PRIEST_1019,Cleric,رجل دين
BIBLE_WORD_PRIEST_1019,Bible,الكتاب المقدس
SAINT_WORD_PRIEST_1019,Saint,قديس
PREACHER_WORD_PRIEST_1019,Preacher,واعظ
JOURNEY_WORD_MAPS_1022,Journey,رحلة
LANDMARK_WORD_MAPS_1022,Landmark,معلَم
BORDER_WORD_MAPS_1022,Border,حدود
ATLAS_WORD_MAPS_1022,Atlas,أطلس
GLOBE_WORD_MAPS_1022,Globe,كرة أرضية
SCALE_WORD_MAPS_1022,Scale,مقياس
TERRAIN_WORD_MAPS_1022,Terrain,تضاريس
CONTOUR_WORD_MAPS_1022,Contour,خطوط كنتور
MELODY_WORD_SINGING_1054,Melody,لحن
SONG_WORD_SINGING_1054,Song,أغنية
PITCH_WORD_SINGING_1054,Pitch,طبقة صوت
SOLOIST_WORD_SINGING_1054,Soloist,عازف منفرد
ARIA_WORD_SINGING_1054,Aria,آريا
CHOIR_WORD_SINGING_1054,Choir,جوقة
HUMMING_WORD_SINGING_1054,Humming,همهمة
TIMBRE_WORD_SINGING_1054,Timbre,جرس الصوت
GENE_WORD_GENETICS_1060,Gene,جين
DNA_WORD_GENETICS_1060,DNA,حمض نووي
GENOME_WORD_GENETICS_1060,Genome,جينوم
